object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
Telkomsel,'1068768212341256192,01/12/2018 14:26,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Adhi_Ro [1] Hai, Mas Adhi. Untuk tarif SMS Banking tergantung pada Bank yang digunakan. Untuk informasi perubahan… https://t.co/uGOdoRYKXa,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068768212341256192,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068766781647421441,'100776267,,,"[{""id"":""\\""100776267\\"""",""name"":""\\""Adhi_Ro\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068768345766297601,01/12/2018 14:26,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 Baik, seperti informasi sebelumnya, untuk data pelanggan akan tetap terjaga. Terima kasih. -Reva,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068768345766297601,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068767771687759872,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111248808929882_2111251858929577,01/12/2018 14:26,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, Mas Rika. Mohon maaf atas ketidaknyamanan yang dialami. Data pelanggan bersifat rahasia. Terkait mendapatkan SMS tersebut, mohon diabaikan saja. Jika terindikasi penipuan, disarankan laporkan indikasi penipuan tersebut melalui SMS dengan ketik Penipuan#nomor pelaku#isi pesannya ke 1166. Terima kasih :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111248808929882_2111251858929577,,'157697287618387_2111248808929882,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
Telkomsel,'1068767319034232832,01/12/2018 14:22,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 Baik. Untuk Telkomsel tidak memiliki kewenangan menginformasikan data pribadi milik pelanggan. Kami memil… https://t.co/0S9MkiUos3,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068767319034232832,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068765889435066368,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068767278982811649,01/12/2018 14:22,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@kerthyayana -Akai https://t.co/1p1nwds9wO),y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068767278982811649,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068765895684579328,'58989676,,,"[{""id"":""\\""58989676\\"""",""name"":""\\""kerthyayana\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'lt,'en,,,,,,,,,
Telkomsel,'1068767277128925186,01/12/2018 14:22,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@kerthyayana Hai, Mas Baguz. Mohon maaf atas ketidaknyamanan terkait kendala sinyal. Apakah di nomor 082146366xxx?… https://t.co/MXz5yx4cAR,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068767277128925186,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068765895684579328,'58989676,,,"[{""id"":""\\""58989676\\"""",""name"":""\\""kerthyayana\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068766911276605440,01/12/2018 14:21,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@sukadipeluk [2] rahasia data terjaga. Terima kasih. -Reva https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068766911276605440,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068764924732563457,'989119388082061312,,,"[{""id"":""\\""989119388082061312\\"""",""name"":""\\""sukadipeluk\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2111246608930102_2111248595596570,01/12/2018 14:21,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, mohon maaf. Mengenai pinjaman paket darurat silakan dial  bisa diakses melalui *500*5# atau via SMS. Penawaran Paket Darurat melalui SMS akan diberikan kepada pelanggan Telkomsel yang memenuhi syarat dan mengalami kondisi sebagai berikut: 1. Gagal melakukan telepon atau mengirim SMS karena pulsa habis, 2. Kehabisan pulsa saat menggunakan data/internet, 3. Gagal melakukan aktivasi layanan karena pulsa habis, 4. Kondisi gagal transaksi lainnya yang disebabkan pulsa habis, 5. Telah aktif menggunakan kartu Telkomsel > 60 hari, 6. Tidak sedang memiliki Paket Darurat yang belum dikembalikan. Info lengkap Paket Darurat bisa cek https://www.telkomsel.com/vas/paket-darurat . Terima kasih :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111246608930102_2111248595596570,,'157697287618387_2111246608930102,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,
Telkomsel,'1068766651477159936,01/12/2018 14:20,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@asrarkrm [2] Penyesuaian tarif data juga mengacu kepada besaran biaya penggelaran jaringan yang berbeda-beda, akib… https://t.co/pPhHwXK6fm,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068766651477159936,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068764282249232384,'267256842,,,"[{""id"":""\\""267256842\\"""",""name"":""\\""asrarkrm\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068766845124005888,01/12/2018 14:20,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@sukadipeluk [1] Selamat siang, Mas Adeka. Mohon maaf atas keluhan akses lambat yang dialami. Apakah nomor yang dig… https://t.co/qI1MhE3ANo,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068766845124005888,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068764924732563457,'989119388082061312,,,"[{""id"":""\\""989119388082061312\\"""",""name"":""\\""sukadipeluk\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068766498099912704,01/12/2018 14:19,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@asrarkrm  [1] Mohon maaf atas ketidaknyamanan yang dialami, Mas Asrar. Tarif paket yang berlaku diharapkan akan me… https://t.co/BKyi41ojnv,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068766498099912704,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068764282249232384,'267256842,,,"[{""id"":""\\""267256842\\"""",""name"":""\\""asrarkrm\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111240398930723_2111246042263492,01/12/2018 14:18,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Faisal. Silakan infokan data yang diminta sebelumnya agar memudahkan proses pengecekan lebih lanjut. Ketika sudah memasuki inbox akan disapa oleh Veronika Personal Assistant. Posting nomor HP sebanyak 2x agar dapat terhubung dengan Officer. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111240398930723_2111246042263492,,'157697287618387_2111240398930723,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2111147052273391_2111246248930138,01/12/2018 14:18,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Irawan. Disarankan kunjungi GraPARI dengan membawa persyaratan yang sudah diberikan sebelumnya. Jika tidak memiliki kartu kredit, pelanggan wajib melakukan pembayaran up-front payment sebesar 1 bulan Monthly Fee atau sesuai dengan nilai pilihan paket pelanggan. Info lengkap GraPARI di cek https://www.telkomsel.com/contact-us/my-grapari . Terima kasih :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111147052273391_2111246248930138,,'157697287618387_2111147052273391,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'2111163765605053_2111246112263485,01/12/2018 14:18,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Fitra. Silakan infokan pertanyaan atau keluhan seputar produk dan layanan Telkomsel melalui feed atau inbox agar dapat dibantu solusi yang tepat. Terima kasih :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111163765605053_2111246112263485,,'157697287618387_2111163765605053,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068765905730002944,01/12/2018 14:17,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@asrarkrm  Mohon maaf, Mas Asrar. Terkait pembagian tarif data Telkomsel berdasarkan zona dikarenakan pembangunan d… https://t.co/2Chorv7MDx,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068765905730002944,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068763517833043968,'267256842,,,"[{""id"":""\\""267256842\\"""",""name"":""\\""asrarkrm\\""""}]",1374404,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068766112890859520,01/12/2018 14:17,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@kangenbilang Baik, mohon maaf atas keterlambatan kami dalam membalas DM akan saya konfirmasi langsung melalui DM,… https://t.co/vBAh44ubAW,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068766112890859520,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068764653218488321,'140792968,,,"[{""id"":""\\""140792968\\"""",""name"":""\\""kangenbilang\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111243005597129_2111245185596911,01/12/2018 14:17,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, Mbak Intan. Silakan infokan pertanyaan detail mengenai mode gratis agar dapat dibantu cek lebih lanjut. Terima kasih. -Ario,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111243005597129_2111245185596911,,'157697287618387_2111243005597129,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2111240398930723_2111243892263707,01/12/2018 14:16,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Faisal. Silakan infokan data yang diminta sebelumnya agar memudahkan proses pengecekan. Ketika sudah memasuki inbox akan disapa oleh Veronika Personal Assistant. Posting nomor HP sebanyak 2x agar dapat terhubung dengan Officer. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111240398930723_2111243892263707,,'157697287618387_2111240398930723,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068765213292294144,01/12/2018 14:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 Hai, saat ini Telkomsel menjamin kerahasiaan data pelanggan dan tidak pernah menyebarluaskan data tersebu… https://t.co/OwzEtVCQf9,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068765213292294144,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068763265893711872,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374404,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068765150738403328,01/12/2018 14:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@refris_ [2] Minggu (10:00-22:00), dan Libur Nasional (10:00-22:00). Info lengkap GraPARI cek https://t.co/5VMRsPBdYf. Tks. -Via,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068765150738403328,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068762874485428225,'161223966,,,"[{""id"":""\\""161223966\\"""",""name"":""\\""refris_\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068765117989306368,01/12/2018 14:13,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@ama2enico Baik, Mas Nico. Silakan menunggu respon selanjutnya melalui DM. Tks. -Key,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068765117989306368,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068763668978909184,'1120641506,,,"[{""id"":""\\""1120641506\\"""",""name"":""\\""ama2enico\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068765082924941312,01/12/2018 14:13,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@refris_  [1] Hai, Mbak Renny. Untuk GraPARI Paris Van Java sudah tidak beroperasi, silakan kunjungi GraPARI terdek… https://t.co/Vu1gRIHNbx,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068765082924941312,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068762874485428225,'161223966,,,"[{""id"":""\\""161223966\\"""",""name"":""\\""refris_\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111240398930723_2111241752263921,01/12/2018 14:13,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Faisal. ​Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa gunakan kuota lokal, pastikan berada di lokasi yang sama dengan aktivasi paket data. Apabila masih berkendala, infokan data berikut melalui inbox agar kerahasiaan data terjaga dan dapat dibantu pengecekan: 1. Nomor HP, 2. Lokasi detail (Desa/Kelurahan, Kecamatan, Kabupaten/Kota), dan 3. Tipe HP yang digunakan. Ketika sudah memasuki inbox akan disapa oleh Veronika Personal Assistant. Posting nomor HP sebanyak 2x agar dapat terhubung dengan Officer. Terima kasih :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111240398930723_2111241752263921,,'157697287618387_2111240398930723,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,
Telkomsel,'1068764307679133696,01/12/2018 14:10,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Aditya_Prasetya  Mohon maaf atas kendala tdk bisa akses aplikasi VIU, infokan nomor, lokasi, jaringan yg didapatka… https://t.co/wPrqR8jhxB,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068764307679133696,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068763073081561089,'49285223,,,"[{""id"":""\\""49285223\\"""",""name"":""\\""Aditya_Prasetya\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,
Telkomsel,'2111235368931226_2111239878930775,01/12/2018 14:10,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Akbar. Terkait kuota VideoMax dapat digunakan untuk streaming di aplikasi CATHCPLAY, HOOQ, Nickelodeon Play, VIU dan TRIBE. Info lengkap VideoMAX: https://www.telkomsel.com/explore/videos/videomax-packages?utm_term=Text. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111235368931226_2111239878930775,,'157697287618387_2111235368931226,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'2111231675598262_2111238915597538,01/12/2018 14:09,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Sama-sama, Mas Ahmad. Silakan infokan detail program yang dimaksud  agar memudahkan dalam pengecekan lebih lanjut :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111231675598262_2111238915597538,,'157697287618387_2111231675598262,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068763780018892805,01/12/2018 14:08,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@yoreli88 [2] infokan nomor yang digunakan, nama lengkap, tempat dan tanggal lahir, nominal isi ulang pulsa terakhi… https://t.co/rfxq1QoHYl,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068763780018892805,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068761202744905729,'144757502,,,"[{""id"":""\\""144757502\\"""",""name"":""\\""yoreli88\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,
Telkomsel,'2111236388931124_2111238108930952,01/12/2018 14:08,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, Mbak Intan. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai tarif, saat ini sudah ada penyesuaian tarif yang diharapkan akan meningkatkan kenyamanan dan pengalaman pelanggan di dalam menikmati layanan broadband Telkomsel di mana pun pelanggan berada. Penyesuaian tarif data juga mengacu kepada besaran biaya penggelaran jaringan yang berbeda-beda, akibat dari berbedanya tingkat kesulitan dan komponen biaya lainnya yang dibutuhkan untuk menggelar infrastruktur jaringan di lokasi tersebut. Silakan aktivasi paket dial di *363# atau aplikasi MyTelkomsel. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111236388931124_2111238108930952,,'157697287618387_2111236388931124,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
