object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxDSWM1TRnNDf0YZ994AaABAg,28/12/2018 17:08,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCifUcC-C-RefMm6V2Nfz54w,'eckhy AR eckhy AR,'eckhy AR eckhy AR,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=UgxDSWM1TRnNDf0YZ994AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyYFw14lj7m4ryRPVt4AaABAg,28/12/2018 10:20,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCbX-TSpax6vPvR-UNARiZfg,'Roza Metri,'Roza Metri,'MANTAP BANG,2,,[],'https://www.youtube.com/watch?v=UgyYFw14lj7m4ryRPVt4AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzYbgonitYr0thCukJ4AaABAg,29/12/2018 17:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCz8Zi_m1659F4ygxOqsEb8w,'adam fire gaming,'adam fire gaming,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=UgzYbgonitYr0thCukJ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwNMn529cH3G0eIblJ4AaABAg,29/12/2018 18:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCifUcC-C-RefMm6V2Nfz54w,'eckhy AR eckhy AR,'eckhy AR eckhy AR,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=UgwNMn529cH3G0eIblJ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugye-HNFXI1BRBueURV4AaABAg,29/12/2018 17:21,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCMC2vKiFD6tsuecuhzsqxPg,'Ferdi Ardiansyah,'Ferdi Ardiansyah,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=Ugye-HNFXI1BRBueURV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyZT4oDxhVIq28tEpV4AaABAg,29/12/2018 17:27,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCp59FKFbdxB4-YQSVexpqMQ,'Adi Karya,'Adi Karya,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=UgyZT4oDxhVIq28tEpV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzDB8TS-lL7MMD-nQh4AaABAg,29/12/2018 20:14,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCKl6NbU5ZRsnMTVAjCw2CRQ,'Muhammad Rofi,'Muhammad Rofi,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=UgzDB8TS-lL7MMD-nQh4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugxro6CRBpduhCWf0dN4AaABAg,29/12/2018 19:08,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCUVb0NrtkLEu4vTr-Cblp8w,'Boneng_ Rx king135cc,'Boneng_ Rx king135cc,'Mantap bang aku suka�?�?,2,,[],'https://www.youtube.com/watch?v=Ugxro6CRBpduhCWf0dN4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxmuxHuvpfUTkp_T9p4AaABAg,29/12/2018 17:40,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCumBrR7m1uAZRi1MdugFzgA,'Lingga Insani,'Lingga Insani,'Mantap bang bobby motovlogger Indonesia pertama yg sampe 600 subs<br />Suksek trs bang  gua subs lu dari masih 1000 wkwk,2,2,,[],'https://www.youtube.com/watch?v=UgxmuxHuvpfUTkp_T9p4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyrasWTMpFWJyVRclR4AaABAg,28/12/2018 9:34,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCr9pFiX9lBKtFRrhXU-lWqA,'Arief Abas,'Arief Abas,'Mantap bang bobby😅,2,,[],'https://www.youtube.com/watch?v=UgyrasWTMpFWJyVRclR4AaABAg,,'SVFOR1TzJXE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugzw6g9FYZyYv3j4qRx4AaABAg,29/12/2018 17:37,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCO_YsxGbscd7GNT-3PfeuCA,'Calysta Ken2,'Calysta Ken2,'Mantap bang bobi,2,,[],'https://www.youtube.com/watch?v=Ugzw6g9FYZyYv3j4qRx4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgymfYGihEc7_e05a9V4AaABAg,29/12/2018 17:19,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCoCUjwIF0civdwKMwQYrhFw,'Agus Susanto,'Agus Susanto,'Mantap bang boby  semaxin besar aja chanelnya,2, saya suxa chanelnya, lanjutxan.,2,,[],'https://www.youtube.com/watch?v=UgymfYGihEc7_e05a9V4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyWsZBHuDWna3lGGeh4AaABAg,29/12/2018 17:38,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCGP7UzlHS_veSVYPkYRnQmA,'akbar maulana,'akbar maulana,'mantap bang cewe nya hehe,2,,[],'https://www.youtube.com/watch?v=UgyWsZBHuDWna3lGGeh4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwzbQooxwgHynu8JWh4AaABAg,29/12/2018 14:54,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCnW7R3cfA5OP94kbCHgbLnw,'heru berlin,'heru berlin,'mantap bang 😎,2,,[],'https://www.youtube.com/watch?v=UgwzbQooxwgHynu8JWh4AaABAg,,'uWPICrW1eyo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzMCGwiSTHrIox94IV4AaABAg,29/12/2018 16:41,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCIb3exKDPmfbeRbJMdb4Uig,'Yan Nik,'Yan Nik,'Mantap bang gue suka konten loo lanjutkan terus lah berkarya,2,,,2,,[],'https://www.youtube.com/watch?v=UgzMCGwiSTHrIox94IV4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwYFfNEnagw6_ve81J4AaABAg,29/12/2018 14:50,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC7CRLH_S-0iX4Wkg3V6mwlA,'Muhammad Rafansyah,'Muhammad Rafansyah,'Mantap bang ingat Allah,2,,[],'https://www.youtube.com/watch?v=UgwYFfNEnagw6_ve81J4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugw0HiROLVP4eukc6ft4AaABAg,29/12/2018 15:57,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCCfzwUMV5MirXHRKplfN_ug,'didi budi chann,'didi budi chann,'Mantap bang lanjutin,2,,[],'https://www.youtube.com/watch?v=Ugw0HiROLVP4eukc6ft4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwEg8xsXXKbAeV-M2Z4AaABAg,28/12/2018 0:56,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCiYg8awZCd4o0Kl8YIoovOQ,'Ahmad Syahron,'Ahmad Syahron,'mantap bang Lanjutkan...,2,,[],'https://www.youtube.com/watch?v=UgwEg8xsXXKbAeV-M2Z4AaABAg,,'iOaXErIRxDE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyVBmyNTj9In5I7uYd4AaABAg,29/12/2018 11:54,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCGVGZn1x5wxjmwW5nbQIpog,'Andriaskm103 more,'Andriaskm103 more,'Mantap bang lnjutin bang si windy makin cantik aj tu 😂😂😂,2,,[],'https://www.youtube.com/watch?v=UgyVBmyNTj9In5I7uYd4AaABAg,,'uWPICrW1eyo,,,,[],0,0,4,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyA8FVhOf4aD2nMdix4AaABAg,29/12/2018 22:35,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCjET39P1IbGAojYDJSCtl8w,'RIO boncos,'RIO boncos,'Mantap bang pas kalok kolab sama windi,2,,[],'https://www.youtube.com/watch?v=UgyA8FVhOf4aD2nMdix4AaABAg,,'uWPICrW1eyo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzsvKVvEw6vKzSoMLF4AaABAg,28/12/2018 12:28,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCAPbXNLic5fQeNqusy5zbmA,'Riyan Mhmmd,'Riyan Mhmmd,'Mantap bang saya fokos banget bang.,2,,[],'https://www.youtube.com/watch?v=UgzsvKVvEw6vKzSoMLF4AaABAg,,'6_cFpaQv0O4,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxKK6CNhJQxg-4ZncB4AaABAg,29/12/2018 17:19,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCtgeUqVplwC9N_L0Nu2sScQ,'Putra Baisapa,'Putra Baisapa,'Mantap bang tingkat kan,2,,[],'https://www.youtube.com/watch?v=UgxKK6CNhJQxg-4ZncB4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzFSyOhlzT7_N2O2rZ4AaABAg,29/12/2018 20:33,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCQuYSOP2Q3vrnGX4TBpHsWA,'Aditya Pangestu,'Aditya Pangestu,'Mantap bang,2,semoga terus berkembang ni chanel...,2,,[],'https://www.youtube.com/watch?v=UgzFSyOhlzT7_N2O2rZ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwWXa0Z2siH6M9LTPl4AaABAg,29/12/2018 15:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCaVSClhjMkD3FmBvEkEPFMw,'Berserker Fury,'Berserker Fury,'Mantap bang. Btw  Windi nama emak gua anjir<br /><br /><br />Gimana tuh???,2,2,,[],'https://www.youtube.com/watch?v=UgwWXa0Z2siH6M9LTPl4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwYXQx2vvcySs0kw1Z4AaABAg,29/12/2018 12:44,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCS830AeKh2S0lEAhz0oCg8w,'tanpa nama,'tanpa nama,'Mantap bang... jdi lupa sgla nya klo nonton ini�?,2,,[],'https://www.youtube.com/watch?v=UgwYXQx2vvcySs0kw1Z4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzPmGnewlCBTaw-lE94AaABAg,28/12/2018 2:33,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCG3njO2ROTG9cDT8VkC1MGg,'riki alexa,'riki alexa,'mantap bangat video nya bg gue suka nonton video ne,2,,[],'https://www.youtube.com/watch?v=UgzPmGnewlCBTaw-lE94AaABAg,,'iOaXErIRxDE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugzd2QOt7IC68jEYBKt4AaABAg,29/12/2018 20:49,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCr74QSfeZ9Gh5_pNVZFTuhw,'Epoy #01,'Epoy #01,'Mantap Bang😂,2,,[],'https://www.youtube.com/watch?v=Ugzd2QOt7IC68jEYBKt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzWE9VMCxkVjQtPEgN4AaABAg,29/12/2018 16:12,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCrrbZP8RPku8dOjFIyZWSkg,'M Risky Syahputra Risky.,'M Risky Syahputra Risky.,'Mantap bang�?,2,,[],'https://www.youtube.com/watch?v=UgzWE9VMCxkVjQtPEgN4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgypyUjgYns3fiCh4bx4AaABAg,28/12/2018 17:15,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC_14kMfxhMMfk8CQhZdVAdg,'Rohmatul Faizah,'Rohmatul Faizah,'Mantap bang�?😂,2,,[],'https://www.youtube.com/watch?v=UgypyUjgYns3fiCh4bx4AaABAg,,'jxStewMZHHo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwYY-pilXpcKEeuNnd4AaABAg,29/12/2018 13:10,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCJkH9wmwW-nE7HUQlhTlieQ,'joan Babo,'joan Babo,'Mantap bang💪💪💪,2,,[],'https://www.youtube.com/watch?v=UgwYY-pilXpcKEeuNnd4AaABAg,,'iOaXErIRxDE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgztMBsE-L9IeOhsci14AaABAg,28/12/2018 18:43,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC8WWkTUw-vVfjfYDcpC2APw,'Raedit Silent,'Raedit Silent,'mantap bank chanel ini jgn lupa bank subscribe balik bang.. makseih,2,,[],'https://www.youtube.com/watch?v=UgztMBsE-L9IeOhsci14AaABAg,,'jxStewMZHHo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxujhRf_FvNpidZrDB4AaABAg,29/12/2018 10:50,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCe4bnNgLQauvtvOj8mNemsw,'RISKI 140,'RISKI 140,'mantap bareng terusss,2,,[],'https://www.youtube.com/watch?v=UgxujhRf_FvNpidZrDB4AaABAg,,'uWPICrW1eyo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwjwunDNM6pvEWPp_t4AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCCxZdIdLhKZdSUr4wn11i-w,'Romi papot vlog,'Romi papot vlog,'Mantap bos lah,2,,[],'https://www.youtube.com/watch?v=UgwjwunDNM6pvEWPp_t4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx-_z5CIccwImjmn2p4AaABAg,28/12/2018 0:07,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCQOnGHDuWSsbyiHsyrMVXUg,'Kadek Kakul,'Kadek Kakul,'Mantap boss.... Dapat cwek cantik wkwkwkkk,2,,[],'https://www.youtube.com/watch?v=Ugx-_z5CIccwImjmn2p4AaABAg,,'F1tODwnJopQ,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugymj6W0XauW_wWSw054AaABAg,29/12/2018 10:41,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCN2e5wgGsrFkYkIDBaXPP0Q,'Usep Solehudin20,'Usep Solehudin20,'Mantap bro salam adventure trapaci,2,2,,[],'https://www.youtube.com/watch?v=Ugymj6W0XauW_wWSw054AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugy4cty7cTyEkzsWKrN4AaABAg,29/12/2018 17:13,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCZS3eEfk0IQSPy_ewyZgTZw,'Daniel Walkerz,'Daniel Walkerz,'Mantap bro...,2,,[],'https://www.youtube.com/watch?v=Ugy4cty7cTyEkzsWKrN4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwAdItZFDQ5uBk95Q94AaABAg,29/12/2018 12:07,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCQuYSOP2Q3vrnGX4TBpHsWA,'Aditya Pangestu,'Aditya Pangestu,'mantap bro�?�?,2,,[],'https://www.youtube.com/watch?v=UgwAdItZFDQ5uBk95Q94AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzmIY8z10HYa0dstmZ4AaABAg,29/12/2018 17:05,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCYClRXkEw7gNcEd8cmhDS_g,'Mardi Yansah,'Mardi Yansah,'Mantap buat lgi bang,2,,[],'https://www.youtube.com/watch?v=UgzmIY8z10HYa0dstmZ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzxclZ64JWpBSiB_H94AaABAg,29/12/2018 10:31,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UChZ1nHu-zpCSAzEb5wrtEhA,'Alghi Jahfal,'Alghi Jahfal,'Mantap congratulations,2,,[],'https://www.youtube.com/watch?v=UgzxclZ64JWpBSiB_H94AaABAg,,'uWPICrW1eyo,,,,[],0,0,4,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx3EStzfG-7H-2F8iV4AaABAg,29/12/2018 17:47,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCXYl1XPoIi__3IRQMAYxiQw,'ANDIKA 1340,'ANDIKA 1340,'mantap dahh,2,,[],'https://www.youtube.com/watch?v=Ugx3EStzfG-7H-2F8iV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxxsvPzwhBAPegunCF4AaABAg,28/12/2018 17:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCegvgaewq37hTUxxvXGeaMw,'ady suka2,'ady suka2,'mantap ea,2,,[],'https://www.youtube.com/watch?v=UgxxsvPzwhBAPegunCF4AaABAg,,'jxStewMZHHo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxHXpc6JSyE-Me2CLt4AaABAg,29/12/2018 19:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCoCnF8mMajsaYg6sJn2YNjg,'Fajar Suryo,'Fajar Suryo,'Mantap gan,2,,[],'https://www.youtube.com/watch?v=UgxHXpc6JSyE-Me2CLt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyMBkm2ZnKoyrVomh14AaABAg,29/12/2018 21:57,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC6qYLkiCHOlUU_F9J-0gllg,'Rud Hd,'Rud Hd,'mantap gan..,2,,[],'https://www.youtube.com/watch?v=UgyMBkm2ZnKoyrVomh14AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwRYROxXn3K6MrVIjt4AaABAg,29/12/2018 10:42,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCVU3Lyd4nWpyus8AIS02ckg,'Adhitya Rama,'Adhitya Rama,'Mantap gedek windinya😂,2,,[],'https://www.youtube.com/watch?v=UgwRYROxXn3K6MrVIjt4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxqkGjxlj8Aro-o8r54AaABAg,29/12/2018 21:45,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC8VbR4h6MW7UZeiD29P3k5w,'Sofyan Yusuf,'Sofyan Yusuf,'Mantap gyanya windi suaranya asik,2,,[],'https://www.youtube.com/watch?v=UgxqkGjxlj8Aro-o8r54AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyEHVUQOi3p4DPEefd4AaABAg,29/12/2018 11:56,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC2tQlFVNb6o66FYyAoc-k0A,'Mohamad Mohamad,'Mohamad Mohamad,'mantap itu boz,2,,[],'https://www.youtube.com/watch?v=UgyEHVUQOi3p4DPEefd4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugzwk3h6etohnEhhd_54AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCxw3W75Tt0JYgtSMkLUgwFg,'Andriy An,'Andriy An,'Mantap jiwa bang,2,,[],'https://www.youtube.com/watch?v=Ugzwk3h6etohnEhhd_54AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugw4cjGiMzLMbdk2puJ4AaABAg,29/12/2018 13:29,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCeY54QqQpDm_Umjk65C3WLQ,'Candra Nandini,'Candra Nandini,'Mantap jiwa boskuh 😎,2,,[],'https://www.youtube.com/watch?v=Ugw4cjGiMzLMbdk2puJ4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgysguR2mF1_iG0NAFt4AaABAg,28/12/2018 11:10,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCI8kghTIKJHGtdXe9i0h2mw,'Asep Heryanto,'Asep Heryanto,'Mantap jiwa....gas polll,2,,[],'https://www.youtube.com/watch?v=UgysguR2mF1_iG0NAFt4AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgygGyduPJ4TGKpkjlh4AaABAg,29/12/2018 11:00,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCrPzxYCIqxGwCUz0Rgb9D2w,'Agus Supriatna,'Agus Supriatna,'Mantap ka 18+,2,,[],'https://www.youtube.com/watch?v=UgygGyduPJ4TGKpkjlh4AaABAg,,'uWPICrW1eyo,,,,[],0,0,3,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugy-lFpkgbO070ZX5n14AaABAg,28/12/2018 10:01,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCC1AdnUUo-mM_oDTpaPr92A,'Aniesta 14,'Aniesta 14,'Mantap ka Bobby �?,2,,[],'https://www.youtube.com/watch?v=Ugy-lFpkgbO070ZX5n14AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwMDD4RlFWNozAS2B54AaABAg,29/12/2018 19:39,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCkdorlAW2nQSBWeR8MvcKJQ,'Banteng Kumis,'Banteng Kumis,'Mantap kale,2,,[],'https://www.youtube.com/watch?v=UgwMDD4RlFWNozAS2B54AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugz3X7TUuN9V1zc0qbt4AaABAg,29/12/2018 17:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCFrRBmkcOuba8UCEaHrfUXA,'adit gamers santai,'adit gamers santai,'Mantap kali,2,,[],'https://www.youtube.com/watch?v=Ugz3X7TUuN9V1zc0qbt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugykd6bweNEZNWsgv1V4AaABAg,29/12/2018 11:51,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCX6L4FABFGOL_mp35gYez5w,'Ainulyaqin Yaqin,'Ainulyaqin Yaqin,'Mantap kali,2,,[],'https://www.youtube.com/watch?v=Ugykd6bweNEZNWsgv1V4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx6IL0GeyTgpQ2rM-R4AaABAg,29/12/2018 21:23,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC447v_DooXKR_uZ-Ex56S3w,'Satriyo Nugroho,'Satriyo Nugroho,'Mantap kali bang,2,,[],'https://www.youtube.com/watch?v=Ugx6IL0GeyTgpQ2rM-R4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
