object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068835382635175936,01/12/2018 18:53,'social_media,'twitter,'status,'account,'548904824,'289145114,'aisyatulwahyuni,'Aisyiatul Wahyuni,'Hallo @IndosatCare cek dm,1,'http://pbs.twimg.com/profile_images/947319903194775552/ruF3OIH6_normal.jpg,[],'https://twitter.com/statuses/1068835382635175936,,,,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",76,0,0,0,,'Kota Padang, Sumatera Barat,'female,[],0,'Indonesia,'Padang,'Sumatera Barat,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068836113828048902,01/12/2018 18:56,'social_media,'twitter,'status,'account,'548904824,'359790886,'layllnn,'Layl,'@IndosatCare internet tiba tiba lemot dari 2 hari yang lalu. Jaringan 4g stabil  tapi hanya untuk instagraman saja… https://t.co/yf98qMU9gf,1,1,'http://pbs.twimg.com/profile_images/953650168334761984/N-XH6UdP_normal.jpg,[],'https://twitter.com/statuses/1068836113828048902,'Obsessed with black and white stuff,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",636,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068836991377137665,01/12/2018 18:59,'social_media,'twitter,'status,'account,'548904824,'3446309953,'nandafadur123,'Nanda Ft,'@IndosatCare DM ku dijawab dong,1,'http://pbs.twimg.com/profile_images/1060467661476249600/P8wGLU5r_normal.jpg,[],'https://twitter.com/statuses/1068836991377137665,'Nosce te ipsum 🌬,'1063535839790145536,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",7,0,0,0,,'Another In The World,'male,"[""technology"",""education""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068836989430951936,01/12/2018 18:59,'social_media,'twitter,'status,'account,'548904824,'1282745461,'ArsyanoDefin,'Emift Hunt,'@IndosatCare Mulai lagi sinyal saya lemot banget...beli paket unlimeted https://t.co/IBHx0lkqZ4 buat streaming luar biasa lelet.apa solusinya.ganti kartu x ya,1,1,'http://pbs.twimg.com/profile_images/709064267849273344/q3VejXj1_normal.jpg,[],'https://twitter.com/statuses/1068836989430951936,,'963657817168203776,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",10,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068836972095954945,01/12/2018 18:59,'social_media,'twitter,'status,'account,'548904824,'79377632,'romiiandrianto,'Romi Andrianto,'@IndosatCare sudah lama jadi pelanggan loyal tapi ketika ada keluhan tidak mendapat respon yang jelas  mungkin haru… https://t.co/UPctrLyOjA,1,1,'http://pbs.twimg.com/profile_images/965152911184441344/Kgf37v5c_normal.jpg,[],'https://twitter.com/statuses/1068836972095954945,'Berani gondrong itu baik,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",163,0,0,0,,'Semarang,'male,"[""technology""]",0,'Indonesia,'Semarang,'Jawa Tengah,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068837113930469376,01/12/2018 19:00,'social_media,'twitter,'status,'account,'548904824,'399896164,'Elvinopratama,'Elvino Pratama,'@IndosatCare mimin respon saya please butuh paketan niii,1,'http://pbs.twimg.com/profile_images/752986308872589312/oOPoNySd_normal.jpg,[],'https://twitter.com/statuses/1068837113930469376,'Satu untuk semua,semua untuk kebersamaan | Gooners | VCC Arsenal | IG:elvinopratama,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",145,0,0,0,,'Surabaya,'male,"[""sports"",""marketing""]",0,'Indonesia,'Surabaya,'Jawa Timur,'tl,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068837381908783105,01/12/2018 19:01,'social_media,'twitter,'status,'account,'548904824,'2879309616,'Yayas0628,'Saraswati Putri C N,'@IndosatCare min  saya mau daftar kartu m3 baru pake format nik#kk# kok gaada sms balasan ya?,1,1,'http://pbs.twimg.com/profile_images/1066340833937383426/4y0fLRbg_normal.jpg,[],'https://twitter.com/statuses/1068837381908783105,'▪ Indonesian ▪ Sebelas Maret '18,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",184,0,0,0,,'Indonesia,'female,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,
'xl,'1068837417203855360,01/12/2018 19:01,'social_media,'twitter,'status,'keyword,'xl,'95942515,'herrifd,'herri ferdian,'Berapa biaya adm dan kartu atm Tabungan XL @CIMBNiaga ? Berapa limit transfer pindah buku dan transfer bank lain melalui m-Banking CIMB Niaga?,1,'http://pbs.twimg.com/profile_images/658329526838013952/FMlm_7yD_normal.jpg,[],'https://twitter.com/statuses/1068837417203855360,'Employee who wants to be entrepreneur,,,,,"[{""id"":""\\""949032626\\"""",""name"":""\\""CIMBNiaga\\""""}]",167,0,0,0,,'Jakarta, Indonesia,'male,"[""marketing""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068837705327403009,01/12/2018 19:02,'social_media,'twitter,'status,'account,'548904824,'282893962,'mirawardiany,'Mira,'@IndosatCare min  tolong dibantu saya tidak bisa input voucher internet. Keterangan sudah saya kirim via dm. Tolong dicek ya. Terima kasih,1,1,'http://pbs.twimg.com/profile_images/1063275377936625664/oQGLoDme_normal.jpg,[],'https://twitter.com/statuses/1068837705327403009,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",68,0,0,0,,'Malang,'female,[],0,'Indonesia,'Malang,'Jawa Timur,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068838030205607936,01/12/2018 19:03,'social_media,'twitter,'status,'account,'548904824,'1036962534580936704,'Sambas81124038,'Sambas,'@IndosatCare 3G mau jd 4G tetep aja harus ke galeri. Brati msh bodoh indosat,1,'http://pbs.twimg.com/profile_images/1061287214686990336/zKXRIlZd_normal.jpg,[],'https://twitter.com/statuses/1068838030205607936,,'1063535839790145536,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",6,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
myXL Care,'1068838137147715584,01/12/2018 19:04,'social_media,'twitter,'status,'account,'480224156,'2461109592,'isayuanurli,'Is Ayuanur Lingga,'@myXLCare xl prioritas 20gb kalau udh 10gb langsung ngeload mulu lemot.. heuh.,1,'http://pbs.twimg.com/profile_images/1032768268312801281/Y6kToejG_normal.jpg,[],'https://twitter.com/statuses/1068838137147715584,,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",149,0,0,0,,,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068838484406808577,01/12/2018 19:05,'social_media,'twitter,'status,'account,'548904824,'383108854,'ahmadlanna,'ahmadmaulanna,"'@IndosatCare tolong knpa m3 skrang untuk cek pulsa aja tulisannya invalid xml menu? Berkali"" seperti ini tidak terjadi perubahan. Thx",1,'http://pbs.twimg.com/profile_images/900254857512099840/yRGSlW54_normal.jpg,[],'https://twitter.com/statuses/1068838484406808577,'gue harus ke jerman, japan, prancis,  sebelum tahun 2020 gue harus punya rumah dan pajero sport. punya duit 1miliar pas umur gue 25thn aamiin,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",183,0,0,0,,,,"[""politic"",""culinary"",""education"",""marketing""]",0,,,,'in,'id,,,,,,,,,,,,,,,
'smartfren,'1068838470603309057,01/12/2018 19:05,'social_media,'twitter,'status,'keyword,'smartfren,'465335542,'dwiayuoctavani,'�??,'@itswhalien52 masalah nya itu smartfren lg eror pake vpn :( mau pake im3 kuota nya terbatas sekali wkwkwk,1,'http://pbs.twimg.com/profile_images/1067828126615396352/7I_4uECl_normal.jpg,[],'https://twitter.com/statuses/1068838470603309057,'fan account,'1068838039684673537,'1116585727,,,"[{""id"":""\\""1116585727\\"""",""name"":""\\""itswhalien52\\""""}]",168,0,0,0,,'-,,"[""economy""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068839109827805184,01/12/2018 19:07,'social_media,'twitter,'status,'account,'548904824,'1419853146,'anisamahardini,'caul.,"'@indosatcare selamat malam ka mohon bantu cek nomor indosat : 0858 2935 9800 , awalnya ada kuota 30gb indosat tiba"" setelah 2 hari kuota tidak aktif , tidak terdaftar di paket internet",1,'http://pbs.twimg.com/profile_images/925947869764378624/ZqtpkFmC_normal.jpg,[],'https://twitter.com/statuses/1068839109827805184,'ig : anisa.mhrdn ✉ anisa.md19@gmail.com,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",214,0,0,0,,'DKI Jakarta,,"[""technology"",""health""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
myXL,'1068839017657982976,01/12/2018 19:07,'social_media,'twitter,'status,'account,'82552414,'844411321399595008,'anhar_hairul,'Hairul Anhar,'@myXL sudah 5 hari belakangan jaringan internet XL lemot sangat  baik yg 4g,1,3g atau 2g nya gak bisa (cont) https://t.co/s2uojsmUHF,1,'http://pbs.twimg.com/profile_images/844412270608306178/eYo2qPq0_normal.jpg,[],'https://twitter.com/statuses/1068839017657982976,'Istiqomah dalam berhijrah,,'82552414,,,"[{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""}]",0,0,0,0,,'Mataram, Indonesia,,"[""psychology""]",0,'Indonesia,'Mataram,'Nusa Tenggara Barat (NTB),'in,'en,,,,,,,,,,,,,,,
myXL Care,'1068839121999736832,01/12/2018 19:07,'social_media,'twitter,'status,'account,'480224156,'79377632,'romiiandrianto,'Romi Andrianto,'@myXLCare Untuk saat ini belum ada  hanya mungkin ada ketertarikan untuk coba provider xl setelah sedikit kecewa dgn provider lama,1,1,'http://pbs.twimg.com/profile_images/965152911184441344/Kgf37v5c_normal.jpg,[],'https://twitter.com/statuses/1068839121999736832,'Berani gondrong itu baik,'1068837556349939712,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",163,0,0,0,,'Semarang,'male,"[""technology""]",0,'Indonesia,'Semarang,'Jawa Tengah,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068839172918497280,01/12/2018 19:08,'social_media,'twitter,'status,'account,'548904824,'244439572,'dmasfajar,'dhimas fajar,'@IndosatCare min tolong dong pulsa kepotong terus ga jelas nihhh 😠😠😠😠,1,'http://pbs.twimg.com/profile_images/529625849494904833/U8EGaU0O_normal.jpeg,[],'https://twitter.com/statuses/1068839172918497280,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",88,0,0,0,,'Bagian Timur Jakarta,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
'xl,'1068839195802660864,01/12/2018 19:08,'social_media,'twitter,'status,'keyword,'xl,'987241606213320704,'kukisseo,'ayu mau pas babay,'@lvlyfsh_ Aku juga turbo vpn :') mungkin masalah kartu kali ya soalnya aku ganti 3  3 emng lelet si disini biasanya aku xl tapi tdi pagi abis :')),1,1,'http://pbs.twimg.com/profile_images/1068401925329104896/XWu6AWU-_normal.jpg,[],'https://twitter.com/statuses/1068839195802660864,'◦•�?◉✿ ɪғ ᴜ ɢ�?ᴛ ᴛɪʀᴇᴅ, ʟᴇᴀʀɴ ᴛ�? ʀᴇsᴛ, ɴ�?ᴛ ᴛ�? ǫᴜɪᴛ. ✿◉�?•◦,'1068838448843284480,'937964164412194816,,,"[{""id"":""\\""937964164412194816\\"""",""name"":""\\""lvlyfsh_\\""""}]",779,0,0,0,,'втsα�?мү σηℓү,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068839267596550145,01/12/2018 19:08,'social_media,'twitter,'status,'account,'548904824,'817527696,'abud_van,'Endry van abud,'Cek dm woyy dari kmrn2 jg @IndosatCare,1,'http://pbs.twimg.com/profile_images/425976004868177920/YeB64H8h_normal.jpeg,[],'https://twitter.com/statuses/1068839267596550145,,,,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",22,0,0,0,,'Depok, Jawa Barat,'male,[],0,'Indonesia,'Depok,'Jawa Barat,'in,'id,,,,,,,,,,,,,,,,,
3 Indonesia,'10156388472658558_10156390623763558,01/12/2018 19:08,'social_media,'facebook,'comment,'account,'28724388557,,,,'Masih lemod nih. Gmn sih adminnya kok blm dibls dm gue,1,'https://graph.facebook.com//picture,[],'https://facebook.com/10156388472658558_10156390623763558,,'28724388557_10156388472658558,'28724388557,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
myXL Care,'1068839445053358080,01/12/2018 19:09,'social_media,'twitter,'status,'account,'480224156,'64997663,'mario_ym,'mario yehuda,'@myXLCare min sinyal xl sedang ada gangguan? Sudah sebulan sinyal nya sangat lambat  sebelumnya tidak begini.,1,1,'http://pbs.twimg.com/profile_images/1060970976664412165/JxyDmxd1_normal.jpg,[],'https://twitter.com/statuses/1068839445053358080,'Environmental engineer,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",212,0,0,0,,,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Smartfren Care,'1068839687253450752,01/12/2018 19:10,'social_media,'twitter,'status,'account,'376601151,'151319980,'teofillin,'🦂,'@maspian_ 3 bulan ini @smartfrencare ga bersahabat  sering hilang koneksi,1, gegara promo unlimited apa?,1,'http://pbs.twimg.com/profile_images/1062522504424509442/NLoLXnYU_normal.jpg,[],'https://twitter.com/statuses/1068839687253450752,'Apa lihat-lihat? ☠�?,'1068838347588554753,'135200098,,,"[{""id"":""\\""135200098\\"""",""name"":""\\""maspian_\\""""},{""id"":""\\""376601151\\"""",""name"":""\\""smartfrencare\\""""}]",2410,0,0,0,,'Close to heaven,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,
myXL,'1068839834704199682,01/12/2018 19:10,'social_media,'twitter,'status,'account,'82552414,'844411321399595008,'anhar_hairul,'Hairul Anhar,'@myXL mau akhir tahun ini Min..jangan sampe masalah jaringannya berlanjut hingga desember akhir nanti  sinyal 4g di… https://t.co/2EmgPGoMjo,1,1,'http://pbs.twimg.com/profile_images/844412270608306178/eYo2qPq0_normal.jpg,[],'https://twitter.com/statuses/1068839834704199682,'Istiqomah dalam berhijrah,,'82552414,,,"[{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""}]",0,0,0,0,,'Mataram, Indonesia,,"[""psychology""]",0,'Indonesia,'Mataram,'Nusa Tenggara Barat (NTB),'in,'en,,,,,,,,,,,,,,,,
myXL Care,'1068839785630851072,01/12/2018 19:10,'social_media,'twitter,'status,'account,'480224156,'803526700835348481,'indahsnuraini,'Wasimo,'@myXLCare Kuota saya habis. Mau pasang paket daritadi gagal  pulsa saya ikut kepotong padahal saya pasang wifi. Gim… https://t.co/xwmNxgLQC3,1,1,'http://pbs.twimg.com/profile_images/1065061178014019584/tTU-hJjH_normal.jpg,[],'https://twitter.com/statuses/1068839785630851072,'Pecinta seni, senang bicara, dan bergurau. Sedang menempuh masa pendidikan di Malang, Jawa Timur. Selalu jatuh hati dengan Bumi Allah dan tangis hujan.,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",27,0,0,0,,'Bogor, Indonesia,,"[""religious"",""design"",""art"",""fashion"",""education""]",0,'Indonesia,'Bogor,'Jawa Barat,'in,'id,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068840055953715200,01/12/2018 19:11,'social_media,'twitter,'status,'account,'548904824,'3003123409,'zzdynty,'세니,'@IndosatCare lagi perbaikan jaringan kah?  kok eror mulu dari pagi 😫,1,'http://pbs.twimg.com/profile_images/1061723867041927169/gpUNmnVd_normal.jpg,[],'https://twitter.com/statuses/1068840055953715200,'세훈 || Xunqi °°°,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1245,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
'xl,'1068840003956948992,01/12/2018 19:11,'social_media,'twitter,'status,'keyword,'xl,'1263921259,'ans_aa,'darkside,'@OliviaCath1540 @hotradero @donaturia Biaya adm. bank Niaga 6rb untuk rekening niaga XL dulu (tdk ada buku tp dikirim list transaksi rekening ke email) - skrg2 sering dapat free paket internet 3GB tiap bulan,1,'http://pbs.twimg.com/profile_images/3374072644/bf3c030fc94156e909d2d525e88c5ffa_normal.jpeg,[],'https://twitter.com/statuses/1068840003956948992,'lost in space,'1068706814148018176,'37132359,,,"[{""id"":""\\""37132359\\"""",""name"":""\\""OliviaCath1540\\""""},{""id"":""\\""19759844\\"""",""name"":""\\""hotradero\\""""},{""id"":""\\""885850874\\"""",""name"":""\\""donaturia\\""""}]",26,1,2,0,,,,"[""technology""]",3,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068840208655769602,01/12/2018 19:12,'social_media,'twitter,'status,'account,'548904824,'319940706,'achmadelhuda,'Achmad El Huda,'@IndosatCare min tolong cek nomer 085776634324  kenapa sudah 2 hari tidak ada sinyal?,1,1,'http://pbs.twimg.com/profile_images/1056083874277679105/HFc5GHyz_normal.jpg,[],'https://twitter.com/statuses/1068840208655769602,'smiling but not happy.,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",109,0,0,0,,'Cikarang, Indonesia,'male,"[""education""]",0,,,,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068840163613134848,01/12/2018 19:12,'social_media,'twitter,'status,'account,'548904824,'383108854,'ahmadlanna,'ahmadmaulanna,'@IndosatCare sinyal ilang  4g gak stabil,1, skrang cek pulsa aja invalid xml menu. Mksudnya apa? Tolong di jelaskan dong, sebulan ini barmasalah mulu sama m3. Thx,1,'http://pbs.twimg.com/profile_images/900254857512099840/yRGSlW54_normal.jpg,[],'https://twitter.com/statuses/1068840163613134848,'gue harus ke jerman, japan, prancis,  sebelum tahun 2020 gue harus punya rumah dan pajero sport. punya duit 1miliar pas umur gue 25thn aamiin,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",183,0,0,0,,,,"[""politic"",""culinary"",""education"",""marketing""]",0,,,,'in,'id,,,,,,,,,,,,
'xl,'1068840703189377024,01/12/2018 19:14,'social_media,'twitter,'status,'keyword,'xl,'844411321399595008,'anhar_hairul,'Hairul Anhar,'@Alpha_Doz kirain saya saja yg bermasalah dg jaringan XL yg lemooooooot nya gak aturan beberapa (cont) https://t.co/jBYtLbRoX0,1,'http://pbs.twimg.com/profile_images/844412270608306178/eYo2qPq0_normal.jpg,[],'https://twitter.com/statuses/1068840703189377024,'Istiqomah dalam berhijrah,'1068754365182136320,'867631953226350592,,,"[{""id"":""\\""867631953226350592\\"""",""name"":""\\""Alpha_Doz\\""""}]",0,0,0,0,,'Mataram, Indonesia,,"[""psychology""]",0,'Indonesia,'Mataram,'Nusa Tenggara Barat (NTB),'in,'en,,,,,,,,,,,,,,,,,
myXL Care,'1068840944114364421,01/12/2018 19:15,'social_media,'twitter,'status,'account,'480224156,'132526963,'wellagore,'AlleW,'@myXLCare dapet sms gini sudah ke xl care pim 1 dan hari ini kartu gk bisa dipakai bukan dapet discount malah mati… https://t.co/3wgeoxXAa9,1,'http://pbs.twimg.com/profile_images/433138793223184384/0hmJp66A_normal.jpeg,[],'https://twitter.com/statuses/1068840944114364421,'i'm not special, i'm just limited edition,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",1062,0,0,0,,'On Your Sister Room,,"[""fashion"",""education""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068841285849513985,01/12/2018 19:16,'social_media,'twitter,'status,'account,'548904824,'343376278,'tiarinimnca,'Tiarini Monica,'@IndosatCare Udah telfon 3 kali lagi. Tbtb diputus gitu aja telfonnya. Sayang kan pulsa 3 rebuk gue,1,'http://pbs.twimg.com/profile_images/1060178912305537025/WoM06c6f_normal.jpg,[],'https://twitter.com/statuses/1068841285849513985,'Philippians 4 : 6 💞,'1067413841993179136,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",603,0,0,0,,'Tangerang, Indonesia,'female,[],0,'Indonesia,'Tangerang,'Banten,'in,'en,,,,,,,,,,,,,,,,,
myXL,'1068841157612826624,01/12/2018 19:16,'social_media,'twitter,'status,'account,'82552414,'795450398,'keyla12350,'EL BARACK,'@myXL Min gmn carax bagi pulsa xl ke operator lain @myXL,1,'http://pbs.twimg.com/profile_images/727820739752038400/fmKWCScL_normal.jpg,[],'https://twitter.com/statuses/1068841157612826624,'sakarepku me nulis opo,'1068822117741940737,'82552414,,,"[{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""},{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""}]",413,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Telkomsel,'1068841406758760448,01/12/2018 19:17,'social_media,'twitter,'status,'account,'255409050,'440479820,'AzhiChoomeng45,'Azhar Bin Sholeh,'@Telkomsel Nanti saya DM datanya  nanti lihat ya dengan JELAS,1, soalnya saya sudah MUAK dengan hal semacam ini..!!!!,1,'http://pbs.twimg.com/profile_images/997543328873824256/keTW8vg1_normal.jpg,[],'https://twitter.com/statuses/1068841406758760448,'Dunia hanya sesaat bagiMu, dan itu nyata., jika kamu mempercayainya..!!! #PenikmatKehidupanDalamDuaSisi,'1068840316336107520,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",13,0,0,0,,'Kota Denpasar, Bali Indonesia,'male,"[""technology"",""politic"",""fashion"",""education"",""health""]",0,'Indonesia,'Denpasar,'Bali,'in,'id,,,,,,,,,,,,,
'smartfren,'1068841516162924544,01/12/2018 19:17,'social_media,'twitter,'status,'keyword,'smartfren,'927334658848591873,'Hariyan52061512,'Hariyanto,'Tolong admin smartfren untuk kawasan desa batu balian kec. Simpang empat kab. Banjar pro. Kalimantan selatan selata… https://t.co/C7rLFfNpsC,1,'http://pbs.twimg.com/profile_images/941311182434058240/fHbwp_0j_normal.jpg,[],'https://twitter.com/statuses/1068841516162924544,,,,,,[],7,0,0,0,,'Sungkai Kalimantan Selatan,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
